Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,39400.0,39400.0,38550.0,38750.0,33287.28125,7847664
2019-01-03,38300.0,38550.0,37450.0,37600.0,32299.40625,12471493
2019-01-04,37450.0,37600.0,36850.0,37450.0,32170.55078125,14108958
2019-01-07,38000.0,38900.0,37800.0,38750.0,33287.28125,12748997
2019-01-08,38000.0,39200.0,37950.0,38100.0,32728.916015625,12756554
2019-01-09,38650.0,39600.0,38300.0,39600.0,34017.453125,17452708
2019-01-10,40000.0,40150.0,39600.0,39800.0,34189.26953125,14731699
2019-01-11,40350.0,40550.0,39950.0,40500.0,34790.5703125,11661063
2019-01-14,40450.0,40700.0,39850.0,40050.0,34404.02734375,11984996
2019-01-15,40050.0,41100.0,39850.0,41100.0,35305.99609375,11492756
2019-01-16,41150.0,41450.0,40700.0,41450.0,35606.66015625,8491595
2019-01-17,41700.0,42100.0,41450.0,41950.0,36036.16796875,11736903
2019-01-18,42000.0,42400.0,41950.0,42300.0,36336.83203125,11029256
2019-01-21,42700.0,42750.0,41900.0,42750.0,36723.39453125,11355701
2019-01-22,42750.0,42850.0,41850.0,42150.0,36207.9765625,9964356
2019-01-23,41350.0,42250.0,41350.0,42000.0,36079.125,11071079
2019-01-24,43050.0,43100.0,42350.0,43050.0,36981.1015625,14747623
2019-01-25,44300.0,44750.0,43750.0,44750.0,38441.4453125,22789395
2019-01-28,45000.0,45500.0,44600.0,45050.0,38699.15625,17998914
2019-01-29,45050.0,45500.0,44350.0,45500.0,39085.7109375,16215017
2019-01-30,44800.0,46400.0,44800.0,46400.0,39858.84375,17505980
2019-01-31,46650.0,47050.0,46150.0,46150.0,39644.07421875,21621145
2019-02-01,46650.0,46950.0,46250.0,46350.0,39815.890625,13832454
2019-02-07,46800.0,47100.0,46200.0,46200.0,39687.0390625,15872001
2019-02-08,45700.0,45700.0,44650.0,44800.0,38484.3984375,12689196
2019-02-11,44500.0,45000.0,44250.0,45000.0,38656.1953125,11125044
2019-02-12,44650.0,46250.0,44650.0,46050.0,39558.1796875,13184367
2019-02-13,46400.0,46700.0,46000.0,46200.0,39687.0390625,11299738
2019-02-14,46600.0,47500.0,46150.0,47500.0,40803.76953125,17259341
2019-02-15,46750.0,46850.0,45650.0,46050.0,39558.1796875,10554643
2019-02-18,46500.0,46850.0,45850.0,46200.0,39687.0390625,8183728
2019-02-19,45850.0,46150.0,45450.0,45950.0,39472.2734375,6741395
2019-02-20,46750.0,47100.0,46500.0,46900.0,40288.3515625,11506720
2019-02-21,46500.0,47200.0,46200.0,46950.0,40331.30078125,8694009
2019-02-22,46500.0,47150.0,46450.0,47150.0,40503.109375,6895772
2019-02-25,47400.0,47550.0,47050.0,47350.0,40674.9140625,7484716
2019-02-26,47350.0,47450.0,46500.0,46750.0,40159.49609375,7985547
2019-02-27,47000.0,47250.0,46750.0,46750.0,40159.49609375,8045211
2019-02-28,46400.0,46500.0,45100.0,45100.0,38742.10546875,23569321
2019-03-04,46000.0,46100.0,44800.0,44850.0,38527.33984375,12926539
2019-03-05,44600.0,45100.0,44150.0,44250.0,38011.9296875,10612405
2019-03-06,44000.0,44300.0,43700.0,44000.0,37797.17578125,10202544
2019-03-07,43400.0,44950.0,43400.0,44450.0,38183.73046875,11049749
2019-03-08,44450.0,44800.0,43800.0,43800.0,37625.37109375,7729069
2019-03-11,44400.0,44450.0,43650.0,43650.0,37496.515625,10717408
2019-03-12,44300.0,44950.0,44150.0,44650.0,38355.546875,11431977
2019-03-13,44250.0,44450.0,43700.0,43850.0,37668.328125,8108343
2019-03-14,43700.0,44300.0,43550.0,43850.0,37668.328125,18039161
2019-03-15,43800.0,44250.0,43700.0,44200.0,37968.98046875,16814163
2019-03-18,43950.0,44150.0,43450.0,43700.0,37539.46484375,8188876
2019-03-19,43750.0,43900.0,43550.0,43900.0,37711.265625,7609563
2019-03-20,43800.0,44200.0,43100.0,44050.0,37840.125,9846242
2019-03-21,44600.0,46250.0,44050.0,45850.0,39386.3671875,21138016
2019-03-22,46850.0,47000.0,46250.0,46550.0,39987.69921875,12535911
2019-03-25,45300.0,45650.0,44800.0,45500.0,39085.7109375,8699728
2019-03-26,45500.0,45700.0,44900.0,45250.0,38870.9609375,9729811
2019-03-27,44750.0,45600.0,44250.0,45350.0,38956.86328125,9568081
2019-03-28,44950.0,45200.0,44300.0,44850.0,38830.44921875,6821306
2019-03-29,44500.0,44900.0,44200.0,44650.0,38657.3046875,11491713
2019-04-01,45200.0,45450.0,44850.0,45050.0,39003.6171875,7362129
